Node Name	Data Size	Total-time	CPU-time	max-rss	I/O In (read MB)	I/O out (write MB)	mem_mb	disk_mb
228	399.0	165.8786	155.09	9473.82	0.0	1928.72	1000.0	1000.0
221	403.0	325.3039	312.03	9588.09	0.0	895.53	1000.0	1000.0
247	412.0	271.2698	0.0	8640.33	10.25	2237.46	1000.0	1000.0
240	410.0	388.0138	372.4	9741.06	0.0	909.86	1000.0	1000.0
223	409.0	157.34	129.89	9708.66	4.88	907.27	1000.0	1000.0
213	417.0	787.5365	731.49	9901.97	0.0	926.36	1000.0	1000.0
213	393.0	424.8398	388.48	9316.89	0.0	871.4	1000.0	1000.0
225	384.0	162.6371	131.04	8093.63	0.0	1982.49	1000.0	1000.0
223	394.0	419.3522	395.81	8538.29	0.08	874.94	1000.0	1000.0
221	407.0	357.0812	339.39	8826.4	0.0	903.03	1000.0	1000.0
240	387.0	483.5478	458.72	8261.6	0.34	2097.58	1000.0	1000.0
223	408.0	798.7841	757.58	9706.37	0.0	906.58	1000.0	1000.0
224	399.0	370.0857	315.68	8479.12	11.1	885.77	1000.0	1000.0
242	415.0	449.1125	412.6	8955.04	0.05	921.71	1000.0	1000.0
225	394.0	441.5108	0.0	9364.52	0.0	2137.76	1000.0	1000.0
244	398.0	445.2056	427.8	9308.2	0.0	2160.08	1000.0	1000.0
247	411.0	499.9345	489.43	8723.16	0.05	1725.12	1000.0	1000.0
216	405.0	527.2377	464.82	8380.04	0.0	898.79	1000.0	1000.0
240	429.0	418.3664	403.97	10058.2	0.0	951.94	1000.0	1000.0
241	413.0	301.7295	202.41	8794.85	0.81	917.66	1000.0	1000.0
247	421.0	422.0622	402.85	9806.14	0.0	934.86	1000.0	1000.0
215	390.0	153.8191	131.16	9256.47	0.96	864.91	1000.0	1000.0
240	408.0	349.1591	343.17	8852.1	7.88	1711.46	1000.0	1000.0
227	385.0	418.273	401.35	8561.4	3.54	855.45	1000.0	1000.0
225	411.0	416.2907	403.5	9653.99	0.0	1724.45	1000.0	1000.0
213	409.0	378.6133	362.9	9707.53	0.42	1713.47	1000.0	1000.0
225	439.0	448.5119	428.73	9494.75	0.0	973.77	1000.0	1000.0
246	391.0	149.7265	123.48	8161.79	0.0	867.61	1000.0	1000.0
240	400.0	411.1498	386.3	9513.93	0.0	888.56	1000.0	1000.0
213	359.0	310.3356	274.35	7630.71	0.0	795.76	1000.0	1000.0
219	407.0	328.2762	310.48	8750.68	0.0	902.71	1000.0	1000.0
242	393.0	484.4685	461.65	8481.48	0.0	872.54	1000.0	1000.0
222	399.0	401.4071	364.65	8257.77	0.0	884.74	1000.0	1000.0
242	431.0	331.0158	310.53	9128.28	0.0	957.5	1000.0	1000.0
222	391.0	289.7929	278.47	9281.3	0.0	1637.07	1000.0	1000.0
242	389.0	372.4098	334.67	8200.21	0.0	863.37	1000.0	1000.0
240	409.0	170.5826	151.86	9707.95	0.0	906.73	1000.0	1000.0
222	395.0	608.4292	585.18	9389.88	0.0	876.93	1000.0	1000.0
244	412.0	170.7426	155.62	9784.5	0.0	913.8	1000.0	1000.0
215	374.0	146.1738	131.55	7966.34	0.0	829.55	1000.0	1000.0
223	405.0	297.8408	280.98	8772.11	0.0	1698.01	1000.0	1000.0
240	397.0	441.6442	426.19	9433.82	0.0	881.06	1000.0	1000.0
220	405.0	157.028	130.24	8087.48	0.0	899.33	1000.0	1000.0
244	433.0	407.3033	373.91	9146.19	0.0	960.92	1000.0	1000.0
242	404.0	159.1967	131.61	8622.74	0.0	897.1	1000.0	1000.0
227	412.0	508.7869	487.31	9798.81	5.5	915.52	1000.0	1000.0
225	393.0	269.7413	190.9	8403.56	0.62	871.63	1000.0	1000.0
217	399.0	346.7348	294.87	8224.86	2.39	885.43	1000.0	1000.0
242	393.0	503.9359	489.11	9346.76	0.0	1648.74	1000.0	1000.0
247	381.0	315.4078	274.77	8298.69	0.0	845.55	1000.0	1000.0
217	398.0	167.0035	160.72	9436.37	0.0	1595.88	1000.0	1000.0
241	388.0	163.2374	132.45	8421.85	0.0	860.51	1000.0	1000.0
217	415.0	336.72	297.62	8620.97	2.25	921.15	1000.0	1000.0
219	422.0	396.3885	365.78	8882.48	0.92	935.6	1000.0	1000.0
240	378.0	277.9374	249.87	7880.25	0.0	839.67	1000.0	1000.0
225	396.0	442.2555	429.42	9406.82	0.0	878.54	1000.0	1000.0
242	421.0	297.8149	283.3	9130.21	3.11	934.98	1000.0	1000.0
247	381.0	269.6141	189.98	8139.88	0.38	845.49	1000.0	1000.0
223	408.0	397.8195	352.98	8768.62	0.03	904.46	1000.0	1000.0
227	416.0	418.2256	403.69	9019.16	0.0	1745.12	1000.0	1000.0
217	390.0	299.801	280.52	9264.79	0.0	865.23	1000.0	1000.0
240	402.0	507.3869	488.7	9527.15	0.0	891.41	1000.0	1000.0
216	370.0	276.7767	253.37	7856.48	0.0	821.79	1000.0	1000.0
242	413.0	402.3738	371.62	8962.87	0.0	917.3	1000.0	1000.0
224	440.0	424.8884	384.29	10441.75	0.03	975.99	1000.0	1000.0
240	417.0	342.5569	303.55	9903.53	0.69	925.53	1000.0	1000.0
228	380.0	391.3803	374.3	8166.13	0.0	844.4	1000.0	1000.0
219	18432.0	1328.5758	1308.88	43340.02	0.0	6320.08	3654.0	3654.0
248	18432.0	1024.541	997.71	42952.75	88.45	7599.84	3621.0	3621.0
219	18432.0	1460.2387	0.0	43628.43	0.34	9989.89	3678.0	3678.0
248	18432.0	1520.7682	1488.18	50071.04	0.0	4690.92	3662.0	3662.0
218	18432.0	1049.795	1028.16	42585.71	0.0	7534.7	3590.0	3590.0
219	18432.0	1858.0217	0.0	43116.43	0.0	9872.48	3635.0	3635.0
242	18432.0	2906.5426	2817.78	50132.33	0.0	11480.11	3654.0	3654.0
218	18432.0	1604.182	1567.83	43118.93	0.0	7629.26	3635.0	3635.0
248	18432.0	800.613	787.05	42903.8	0.0	7591.03	3617.0	3617.0
213	18432.0	1679.6137	0.01	42857.14	3.66	9813.1	3613.0	3613.0
220	18432.0	1381.6031	1221.05	43078.47	4.44	9865.03	3632.0	3632.0
246	19456.0	803.7677	778.54	44373.55	0.0	7851.54	3741.0	3741.0
217	18432.0	1678.6984	1639.16	41560.57	1807.67	7353.2	3504.0	3504.0
218	18432.0	1891.8898	1855.99	43119.05	4.25	9874.05	3636.0	3636.0
